entry_time,exit_time,ticker,direction,prediction,confidence,shares,entry_price,exit_price,stop_loss_price,take_profit_price,exit_reason,pnl,pnl_pct,capital_after,news_title,news_event,holding_minutes
2025-07-11 15:01:00+00:00,2025-07-11 16:00:00+00:00,ICP1V.HE,SHORT,DOWN,0.6350095532959333,81,11.680000305175781,11.699999809265137,11.913600311279296,11.21280029296875,MARKET_CLOSE,-1.619959831237793,-0.1712286264281436,30001.619959831238,Incap Corporation's directed share issue without payment to implement reward payments under Performance Share Plan,shares_issue,59.0
2025-07-11 14:32:00+00:00,2025-07-11 16:00:00+00:00,TOBII.ST,LONG,UP,0.603850435515169,155,5.815000057220459,5.945000171661377,5.69870005607605,6.047600059509278,MARKET_CLOSE,20.150017738342285,2.2355995384642764,30021.76997756958,Tobii secures homologation for in-cabin sensing platform - unlocking production with premium OEM,product_services_announcement,88.0
2025-07-11 14:03:00+00:00,2025-07-11 16:00:00+00:00,CL=F,LONG,UP,0.6718157425893334,14,67.66999816894531,68.72000122070312,66.31659820556641,70.37679809570312,MARKET_CLOSE,14.700042724609375,1.5516522538339204,30036.47002029419,Obligasjonseiermøte avholdt / Notice from a written resolution,corporate_action,117.0
2025-07-11 14:01:00+00:00,2025-07-11 16:00:00+00:00,ML.PA,SHORT,DOWN,0.6141566865754686,28,32.41999816894531,32.150001525878906,33.06839813232422,31.1231982421875,MARKET_CLOSE,7.559906005859375,0.8328089399000413,30028.91011428833,Michelin | Disclosure of the total number of voting rights and of the number of shares making up the Company’s capital,voting_rights,119.0
2025-07-11 14:01:00+00:00,2025-07-11 16:00:00+00:00,ML.PA,SHORT,DOWN,0.6478522500034785,30,32.41999816894531,32.150001525878906,33.06839813232422,31.1231982421875,MARKET_CLOSE,8.099899291992188,0.8328089399000413,30020.810214996338,Michelin | Déclaration du nombre total des droits de vote et du nombre d'actions composant le capital social,changes_in_share_capital_and_votes,119.0
2025-07-11 13:13:00+00:00,2025-07-11 16:00:00+00:00,CL=F,LONG,UP,0.6989054004453168,15,67.37000274658203,68.72000122070312,66.02260269165039,70.06480285644531,MARKET_CLOSE,20.249977111816406,2.003856937930116,30041.060192108154,"Intensjonsavtaler for utvidelse av rammeverk for restrukturering og transaksjon, innkalling til obligasjonseiermøte",restructuring,167.0
2025-07-11 12:52:00+00:00,2025-07-11 16:00:00+00:00,CL=F,LONG,UP,0.6631097267297894,14,67.29000091552734,68.72000122070312,65.9442008972168,69.98160095214844,MARKET_CLOSE,20.020004272460938,2.1251304587897617,30061.080196380615,Ny rente,exchange_announcement,188.0
2025-07-11 12:38:00+00:00,2025-07-11 16:00:00+00:00,0IVM.IL,SHORT,DOWN,0.650860081128146,5,195.42999267578125,195.42999267578125,199.33859252929688,187.61279296875,MARKET_CLOSE,0.0,0.0,30061.080196380615,Rentefastsettelse,bond_fixing,202.0
2025-07-11 12:31:00+00:00,2025-07-11 16:00:00+00:00,3WG.SG,SHORT,DOWN,0.6388882045325,42,22.399999618530273,22.399999618530273,22.847999610900878,21.50399963378906,MARKET_CLOSE,0.0,0.0,30061.080196380615,Mise à disposition de la Lettre aux Actionnaires de WALLIX,press_releases,209.0
2025-07-11 12:01:00+00:00,2025-07-11 16:00:00+00:00,ASN=F,SHORT,DOWN,0.6529578453422609,1,791.6500244140625,791.8499755859375,807.4830249023438,759.9840234375,MARKET_CLOSE,-0.199951171875,-0.02525752108995301,30061.28014755249,Well Over 5 Million Travelers in June,press_releases,239.0
2025-07-11 12:01:00+00:00,2025-07-11 16:00:00+00:00,ASN=F,SHORT,DOWN,0.7117898451693857,1,791.6500244140625,791.8499755859375,807.4830249023438,759.9840234375,MARKET_CLOSE,-0.199951171875,-0.02525752108995301,30061.480098724365,Godt over 5 millionar reisande i juni,press_releases,239.0
2025-07-11 12:01:00+00:00,2025-07-11 16:00:00+00:00,ENTRA.OL,LONG,UP,0.6682905540102951,7,131.1999969482422,131.8000030517578,128.57599700927733,136.44799682617187,MARKET_CLOSE,4.200042724609375,0.4573217358780311,30065.680141448975,Entra ASA: Green Bond report 2024,environmental_social_governance,239.0
