entry_time,exit_time,ticker,direction,prediction,confidence,shares,entry_price,exit_price,stop_loss_price,take_profit_price,exit_reason,pnl,pnl_pct,capital_after,news_title,news_event,holding_minutes
2025-07-11 15:01:00+00:00,2025-07-11 16:00:00+00:00,ICP1V.HE,SHORT,DOWN,0.6323794269757432,270,11.680000305175781,11.699999809265137,11.913600311279296,11.21280029296875,MARKET_CLOSE,-5.399866104125977,-0.1712286264281436,100005.39986610413,Incap Corporation's directed share issue without payment to implement reward payments under Performance Share Plan,shares_issue,59.0
2025-07-11 14:32:00+00:00,2025-07-11 16:00:00+00:00,TOBII.ST,LONG,UP,0.6935966817773531,596,5.815000057220459,5.945000171661377,5.69870005607605,6.047600059509278,MARKET_CLOSE,77.48006820678711,2.2355995384642764,100082.87993431091,Tobii secures homologation for in-cabin sensing platform - unlocking production with premium OEM,product_services_announcement,88.0
2025-07-11 14:18:01+00:00,2025-07-11 16:00:00+00:00,DATA.CO,LONG,UP,0.6744330121654128,433,7.78000020980835,7.900000095367432,7.624400205612183,8.091200218200683,MARKET_CLOSE,51.95995044708252,1.542414939883891,100134.839884758,Dataproces Group A/S: Transactions of senior executives and their closely related parties,changes_in_companys_own_shares,101.98333333333333
2025-07-11 14:16:00+00:00,2025-07-11 16:00:00+00:00,DATA.CO,LONG,UP,0.6744330121654128,434,7.78000020980835,7.900000095367432,7.624400205612183,8.091200218200683,MARKET_CLOSE,52.0799503326416,1.542414939883891,100186.91983509064,Dataproces Group A/S: Transactions of senior executives and their closely related parties,changes_in_companys_own_shares,104.0
2025-07-11 14:03:00+00:00,2025-07-11 16:00:00+00:00,CL=F,LONG,UP,0.664922636053108,49,67.66999816894531,68.72000122070312,66.31659820556641,70.37679809570312,MARKET_CLOSE,51.45014953613281,1.5516522538339204,100238.36998462677,Obligasjonseiermøte avholdt / Notice from a written resolution,corporate_action,117.0
2025-07-11 13:13:00+00:00,2025-07-11 16:00:00+00:00,CL=F,LONG,UP,0.6905511980964855,51,67.37000274658203,68.72000122070312,66.02260269165039,70.06480285644531,MARKET_CLOSE,68.84992218017578,2.003856937930116,100307.21990680695,"Intensjonsavtaler for utvidelse av rammeverk for restrukturering og transaksjon, innkalling til obligasjonseiermøte",restructuring,167.0
2025-07-11 12:52:00+00:00,2025-07-11 16:00:00+00:00,CL=F,LONG,UP,0.6407692528166204,47,67.29000091552734,68.72000122070312,65.9442008972168,69.98160095214844,MARKET_CLOSE,67.21001434326172,2.1251304587897617,100374.42992115021,Ny rente,exchange_announcement,188.0
2025-07-11 12:38:00+00:00,2025-07-11 16:00:00+00:00,AKER.OL,SHORT,DOWN,0.6293268738448572,4,667.0,670.0,680.34,640.3199999999999,MARKET_CLOSE,-12.0,-0.4497751124437781,100386.42992115021,Rentefastsettelse,bond_fixing,202.0
2025-07-11 12:37:00+00:00,2025-07-11 16:00:00+00:00,AKER.OL,SHORT,DOWN,0.6293268738448572,4,667.0,670.0,680.34,640.3199999999999,MARKET_CLOSE,-12.0,-0.4497751124437781,100398.42992115021,Rentefastsettelse,bond_fixing,203.0
2025-07-11 12:37:00+00:00,2025-07-11 14:03:00-04:00,ORLA,LONG,UP,0.6481757067488805,299,10.859999656677246,11.294399642944336,10.6427996635437,11.294399642944336,TAKE_PROFIT,129.88559589385997,4.0000000000000036,100528.31551704407,Rentefastsettelse,bond_fixing,326.0
2025-07-11 12:37:00+00:00,2025-07-11 16:00:00+00:00,GRONG.OL,LONG,UP,0.6584779990728956,21,151.24000549316406,151.24000549316406,148.21520538330077,157.28960571289062,MARKET_CLOSE,0.0,0.0,100528.31551704407,Rentefastsettelse,bond_fixing,203.0
2025-07-11 12:37:00+00:00,2025-07-11 16:00:00+00:00,GRONG.OL,LONG,UP,0.6584779990728956,21,151.24000549316406,151.24000549316406,148.21520538330077,157.28960571289062,MARKET_CLOSE,0.0,0.0,100528.31551704407,Rentefastsettelse,bond_fixing,203.0
2025-07-11 12:05:00+00:00,2025-07-11 16:00:00+00:00,CCN.PA,LONG,UP,0.6947933874523844,34,100.91999816894531,100.9800033569336,98.9015982055664,104.95679809570314,MARKET_CLOSE,2.0401763916015625,0.05945817387732157,100530.35569343567,CREDIT AGRICOLE NORMANDIE SEINE : Prospectus relatif aux parts sociales 2025,prospectus_announcement,235.0
2025-07-11 12:01:00+00:00,2025-07-11 16:00:00+00:00,ASN=F,SHORT,DOWN,0.7008889662309785,4,791.6500244140625,791.8499755859375,807.4830249023438,759.9840234375,MARKET_CLOSE,-0.7998046875,-0.02525752108995301,100531.15549812317,Godt over 5 millionar reisande i juni,press_releases,239.0
2025-07-11 12:01:00+00:00,2025-07-11 16:00:00+00:00,ENTRA.OL,LONG,UP,0.6826139643703023,26,131.1999969482422,131.8000030517578,128.57599700927733,136.44799682617187,MARKET_CLOSE,15.60015869140625,0.4573217358780311,100546.75565681458,Entra ASA: Green Bond report 2024,environmental_social_governance,239.0
2025-07-11 12:01:00+00:00,2025-07-11 16:00:00+00:00,ASN=F,SHORT,DOWN,0.7135397203330458,4,791.6500244140625,791.8499755859375,807.4830249023438,759.9840234375,MARKET_CLOSE,-0.7998046875,-0.02525752108995301,100547.55546150208,Well Over 5 Million Travelers in June,press_releases,239.0
2025-07-11 12:00:00+00:00,2025-07-11 16:00:00+00:00,DNB.OL,SHORT,DOWN,0.6070777121229636,11,262.6000061035156,261.70001220703125,267.85200622558597,252.096005859375,MARKET_CLOSE,9.899932861328125,0.3427242481211527,100537.65552864075,Meldepliktig handel for primærinnsidere,changes_in_companys_own_shares,240.0
2025-07-11 11:12:00+00:00,2025-07-11 16:00:00+00:00,TOM.OL,LONG,UP,0.6260282770872267,19,164.6999969482422,165.39999389648438,161.40599700927734,171.28799682617188,MARKET_CLOSE,13.299942016601562,0.4250133340695599,100550.95547065735,TOMRA: Invitation to 2Q 2025 Presentation,earnings_releases_and_operating_results,288.0
2025-07-11 10:58:00+00:00,2025-07-11 16:00:00+00:00,NRC.OL,LONG,UP,0.6939671602254995,495,7.039999961853027,7.010000228881836,6.899199962615967,7.321599960327148,MARKET_CLOSE,-14.849867820739746,-0.426132572922558,100536.10560283661,NRC Group ASA - Appointed to a light rail contract in Norway - NOK 70 million,business_contracts,302.0
2025-07-11 10:31:00+00:00,2025-07-11 16:00:00+00:00,PL=F,LONG,UP,0.6456152469900213,2,1434.0,1472.5999755859375,1405.32,1491.3600000000001,MARKET_CLOSE,77.199951171875,2.691769566662308,100613.30555400849,Wetteri's cooperation with Veho expands: a full-service Mercedes-Benz dealership in Lahti,partnerships,329.0
2025-07-11 10:01:00+00:00,2025-07-11 16:00:00+00:00,SKA-B.ST,SHORT,DOWN,0.6077435878866768,13,225.10000610351562,225.3000030517578,229.60200622558594,216.096005859375,MARKET_CLOSE,-2.5999603271484375,-0.08884804212320452,100615.90551433564,Invitation to the presentation of Skanska's interim report second quarter 2025 on July 18,interim_information,359.0
2025-07-11 10:01:00+00:00,2025-07-11 16:00:00+00:00,MTHH.CO,LONG,UP,0.6265247859176745,8,372.0,375.0,364.56,386.88,MARKET_CLOSE,24.0,0.8064516129032258,100639.90551433564,MT Højgaard Holding A/S: Notice of Extraordinary General Meeting to elect new Board members and changes to financial calendar,management_changes,359.0
2025-07-11 10:01:00+00:00,2025-07-11 16:00:00+00:00,DFDS.CO,SHORT,DOWN,0.6824317003076983,28,122.30000305175781,120.80000305175781,124.74600311279298,117.4080029296875,MARKET_CLOSE,42.0,1.2264922016111435,100597.90551433564,JUNE VOLUMES: FREIGHT HEADWINDS IN SEVERAL AREAS,financial_results,359.0
2025-07-11 09:46:00+00:00,2025-07-11 16:00:00+00:00,DOFG.OL,LONG,UP,0.7162586130666732,39,92.25,92.0,90.405,95.94,MARKET_CLOSE,-9.75,-0.27100271002710025,100588.15551433564,DOF Group ASA - Sale of vessels,mergers_acquisitions,374.0
